transaction_id,user_id,timestamp,amount_usd,merchant_category,merchant_id,device_type,location,is_foreign,is_night,prior_fraud_flag,velocity_score,payment_method,transaction_channel,fraud_flag
TXN101764,USR9325,2023-01-02 05:24:00,8.13,utilities,M0083,Watch,Josemouth,0,0,0,0.27,Apple Pay,in-app,0
TXN101765,USR8435,2023-01-02 05:25:00,19.63,electronics,M0019,Watch,West Angelaview,0,0,0,0.35,Peer-to-Peer,NFC,0
TXN101766,USR2477,2023-01-02 05:26:00,66.85,groceries,M0180,iPhone,Markberg,0,0,0,0.43,Peer-to-Peer,NFC,0
TXN101767,USR7760,2023-01-02 05:27:00,32.31,groceries,M0162,Watch,South Alicia,0,1,0,0.71,Apple Pay,NFC,0
TXN101768,USR5397,2023-01-02 05:28:00,23.57,utilities,M0029,iPhone,South Meganberg,0,0,0,0.43,Apple Pay,NFC,0
TXN101769,USR3229,2023-01-02 05:29:00,25.08,luxury,M0061,Watch,New Tara,0,0,0,0.56,Wallet Transfer,QR scan,0
TXN101770,USR8564,2023-01-02 05:30:00,30.76,luxury,M0085,Watch,North Annhaven,0,0,0,0.49,Subscription,NFC,0
TXN101771,USR8938,2023-01-02 05:31:00,76.86,gaming,M0035,Watch,Valenzuelastad,0,0,1,0.68,Wallet Transfer,QR scan,0
TXN101772,USR9352,2023-01-02 05:32:00,111.32,electronics,M0005,iPhone,Dodsonton,0,0,0,0.53,Peer-to-Peer,web,0
TXN101773,USR9615,2023-01-02 05:33:00,155.43,luxury,M0076,Watch,New Darrenside,0,1,0,0.25,Apple Pay,in-app,0
TXN101774,USR4423,2023-01-02 05:34:00,77.3,utilities,M0007,iPhone,Victoriaberg,0,0,0,0.44,Peer-to-Peer,in-app,0
TXN101775,USR4489,2023-01-02 05:35:00,18.95,luxury,M0169,Mac,Allenfort,0,0,0,0.69,Wallet Transfer,QR scan,0
TXN101776,USR8950,2023-01-02 05:36:00,58.26,gaming,M0130,iPhone,Emilyburgh,0,1,0,0.56,Peer-to-Peer,web,0
TXN101777,USR4098,2023-01-02 05:37:00,28.78,travel,M0138,Mac,Solomonmouth,0,0,0,0.25,Apple Pay,NFC,0
TXN101778,USR3820,2023-01-02 05:38:00,14.7,gaming,M0102,iPhone,Wallville,0,0,0,0.85,Subscription,in-app,0
TXN101779,USR9879,2023-01-02 05:39:00,91.9,groceries,M0044,iPhone,Lake Amberfort,0,0,0,0.37,Peer-to-Peer,QR scan,0
TXN101780,USR6574,2023-01-02 05:40:00,1.96,groceries,M0070,Watch,Sethchester,1,0,0,0.68,Subscription,web,0
TXN101781,USR7724,2023-01-02 05:41:00,116.02,luxury,M0091,iPad,Jasminview,0,0,0,0.78,Peer-to-Peer,web,0
TXN101782,USR6957,2023-01-02 05:42:00,30.95,luxury,M0163,iPad,Michaelstad,0,0,0,0.71,Apple Pay,QR scan,0
TXN101783,USR1721,2023-01-02 05:43:00,50.7,gaming,M0062,Watch,South Patrickburgh,0,0,0,0.32,Apple Pay,web,0
TXN101784,USR2759,2023-01-02 05:44:00,53.85,gaming,M0020,Mac,Garciatown,1,0,0,0.72,Subscription,in-app,0
TXN101785,USR7822,2023-01-02 05:45:00,112.75,utilities,M0163,Watch,East Stephanie,0,0,0,0.55,Apple Pay,QR scan,0
TXN101786,USR3991,2023-01-02 05:46:00,50.62,electronics,M0165,iPad,Michaelton,1,0,0,0.23,Subscription,QR scan,0
TXN101787,USR6852,2023-01-02 05:47:00,47.59,utilities,M0072,iPhone,South Charlesside,0,0,0,0.48,Wallet Transfer,web,1
TXN101788,USR1667,2023-01-02 05:48:00,3.45,groceries,M0120,Watch,Lake Kevinhaven,1,1,0,0.3,Subscription,QR scan,0
TXN101789,USR6038,2023-01-02 05:49:00,36.53,utilities,M0182,Mac,New Christina,1,1,0,0.58,Peer-to-Peer,QR scan,0
TXN101790,USR8355,2023-01-02 05:50:00,8.14,gaming,M0095,Watch,Careystad,0,0,0,0.66,Subscription,web,0
TXN101791,USR8590,2023-01-02 05:51:00,66.86,utilities,M0127,iPad,Amandaport,0,1,0,0.72,Subscription,QR scan,0
TXN101792,USR1476,2023-01-02 05:52:00,35.89,travel,M0113,iPhone,Amandastad,0,0,0,0.48,Peer-to-Peer,in-app,0
TXN101793,USR5311,2023-01-02 05:53:00,57.01,electronics,M0107,iPad,New Robert,1,1,0,0.32,Apple Pay,QR scan,0
TXN101794,USR7446,2023-01-02 05:54:00,2.13,gaming,M0080,iPad,West Rodneyport,1,0,0,0.26,Apple Pay,web,0
TXN101795,USR1785,2023-01-02 05:55:00,4.43,luxury,M0028,iPad,Harveyport,0,0,0,0.63,Wallet Transfer,QR scan,0
TXN101796,USR9245,2023-01-02 05:56:00,63.0,utilities,M0198,iPad,Moodystad,0,1,0,0.69,Apple Pay,in-app,0
TXN101797,USR1963,2023-01-02 05:57:00,3.74,gaming,M0160,iPhone,New Jennifer,0,1,1,0.61,Wallet Transfer,NFC,0
TXN101798,USR2498,2023-01-02 05:58:00,3.7,luxury,M0139,iPad,Cindyville,0,0,0,0.33,Wallet Transfer,in-app,0
TXN101799,USR1331,2023-01-02 05:59:00,0.61,luxury,M0170,Mac,Hunthaven,0,1,0,0.37,Wallet Transfer,QR scan,0
TXN101800,USR6297,2023-01-02 06:00:00,156.75,groceries,M0151,Mac,Michelleview,0,0,0,0.39,Apple Pay,in-app,0
TXN101801,USR9678,2023-01-02 06:01:00,66.88,groceries,M0030,iPad,South Andreaview,1,0,0,0.2,Peer-to-Peer,NFC,0
TXN101802,USR1280,2023-01-02 06:02:00,21.79,gaming,M0009,Mac,Jennifertown,0,0,0,0.6,Apple Pay,web,0
TXN101803,USR8569,2023-01-02 06:03:00,17.59,gaming,M0059,iPad,West Kennethville,0,0,0,0.47,Peer-to-Peer,web,0
TXN101804,USR6955,2023-01-02 06:04:00,21.52,travel,M0156,iPhone,Prestonberg,0,1,0,0.79,Apple Pay,web,0
TXN101805,USR9240,2023-01-02 06:05:00,74.51,electronics,M0079,iPhone,Deanchester,1,1,0,0.31,Wallet Transfer,in-app,0
TXN101806,USR7427,2023-01-02 06:06:00,54.14,electronics,M0103,Mac,Branditown,0,0,1,0.47,Peer-to-Peer,NFC,1
TXN101807,USR9749,2023-01-02 06:07:00,10.24,gaming,M0114,Mac,East Timothy,0,0,0,0.25,Apple Pay,NFC,0
TXN101808,USR7625,2023-01-02 06:08:00,9.56,groceries,M0161,iPad,Marytown,0,1,0,0.42,Apple Pay,web,0
TXN101809,USR7498,2023-01-02 06:09:00,5.18,utilities,M0047,Watch,Michaelview,0,0,0,0.66,Subscription,web,0
TXN101810,USR8865,2023-01-02 06:10:00,53.99,travel,M0098,iPad,West Michellestad,0,0,0,0.51,Peer-to-Peer,web,0
TXN101811,USR4079,2023-01-02 06:11:00,72.28,electronics,M0150,iPad,West Shawn,0,0,0,0.31,Wallet Transfer,QR scan,0
TXN101812,USR8111,2023-01-02 06:12:00,15.4,gaming,M0157,iPhone,Shieldsstad,0,0,0,0.2,Wallet Transfer,QR scan,0
TXN101813,USR3013,2023-01-02 06:13:00,1.06,groceries,M0162,Watch,Lake Debramouth,0,1,0,0.43,Peer-to-Peer,NFC,0
TXN101814,USR2100,2023-01-02 06:14:00,4.29,groceries,M0042,Watch,East Matthewbury,1,0,0,0.54,Apple Pay,web,0
TXN101815,USR5244,2023-01-02 06:15:00,171.88,groceries,M0180,iPad,Port Jean,0,0,0,0.66,Wallet Transfer,NFC,0
TXN101816,USR7664,2023-01-02 06:16:00,17.51,utilities,M0047,iPhone,Shannonshire,0,1,0,0.35,Apple Pay,in-app,0
TXN101817,USR1518,2023-01-02 06:17:00,73.32,luxury,M0074,Mac,Cynthiaport,0,0,0,0.35,Subscription,QR scan,0
TXN101818,USR5987,2023-01-02 06:18:00,49.0,utilities,M0051,iPhone,Juliafurt,0,0,0,0.92,Wallet Transfer,web,0
TXN101819,USR9783,2023-01-02 06:19:00,24.06,groceries,M0173,Mac,Lake Christopher,0,0,0,0.5,Apple Pay,in-app,0
TXN101820,USR3917,2023-01-02 06:20:00,11.51,gaming,M0094,iPhone,Mcclureborough,0,0,0,0.69,Wallet Transfer,NFC,0
TXN101821,USR3115,2023-01-02 06:21:00,6.47,travel,M0120,Watch,Williamschester,0,1,0,0.25,Apple Pay,in-app,0
TXN101822,USR3502,2023-01-02 06:22:00,47.73,utilities,M0075,iPhone,Jenniferstad,0,0,0,0.56,Subscription,QR scan,0
TXN101823,USR2421,2023-01-02 06:23:00,74.5,gaming,M0162,iPad,Greeneview,0,1,0,0.65,Subscription,in-app,0
TXN101824,USR6647,2023-01-02 06:24:00,51.63,groceries,M0149,Mac,Travisfurt,1,0,0,0.51,Subscription,web,0
TXN101825,USR8614,2023-01-02 06:25:00,37.78,travel,M0123,iPhone,Brandyfort,0,0,0,0.15,Apple Pay,web,0
TXN101826,USR8355,2023-01-02 06:26:00,2.14,electronics,M0141,iPhone,South Robertmouth,0,0,0,0.32,Wallet Transfer,QR scan,1
TXN101827,USR1766,2023-01-02 06:27:00,172.87,electronics,M0182,Mac,East Raven,0,1,0,0.57,Wallet Transfer,NFC,0
TXN101828,USR8364,2023-01-02 06:28:00,80.15,gaming,M0153,iPhone,Nelsonfort,0,0,1,0.18,Apple Pay,NFC,0
TXN101829,USR6268,2023-01-02 06:29:00,17.32,travel,M0122,Mac,Garrettchester,0,0,0,1.01,Subscription,NFC,0
TXN101830,USR6689,2023-01-02 06:30:00,195.53,gaming,M0021,Watch,Loribury,1,0,0,0.73,Subscription,NFC,0
TXN101831,USR9933,2023-01-02 06:31:00,46.05,travel,M0001,Mac,Johnshire,0,0,0,0.2,Peer-to-Peer,in-app,0
TXN101832,USR2803,2023-01-02 06:32:00,43.66,travel,M0186,Mac,Port Charlesborough,0,0,0,0.55,Apple Pay,NFC,0
TXN101833,USR7585,2023-01-02 06:33:00,68.93,gaming,M0069,Watch,East Chelsea,0,0,0,0.52,Subscription,QR scan,1
TXN101834,USR1025,2023-01-02 06:34:00,83.5,travel,M0086,iPhone,Lake Susan,0,1,1,0.72,Peer-to-Peer,in-app,0
TXN101835,USR8671,2023-01-02 06:35:00,53.43,utilities,M0071,iPhone,Taylorbury,0,1,0,0.0,Subscription,NFC,0
TXN101836,USR4639,2023-01-02 06:36:00,6.85,groceries,M0013,Watch,Rodgershaven,0,0,0,0.53,Wallet Transfer,web,0
TXN101837,USR6184,2023-01-02 06:37:00,20.64,travel,M0180,iPad,North Melissa,0,0,0,0.26,Peer-to-Peer,NFC,0
TXN101838,USR7352,2023-01-02 06:38:00,131.61,utilities,M0023,Mac,Port Victoria,0,0,0,0.59,Apple Pay,in-app,0
TXN101839,USR6771,2023-01-02 06:39:00,12.72,travel,M0149,iPhone,Dillonview,1,0,0,0.28,Wallet Transfer,in-app,0
TXN101840,USR9283,2023-01-02 06:40:00,23.27,utilities,M0006,iPhone,Michaelton,0,0,0,0.77,Wallet Transfer,in-app,0
TXN101841,USR2236,2023-01-02 06:41:00,28.29,gaming,M0148,Mac,North Gregorytown,0,0,0,0.56,Peer-to-Peer,QR scan,0
TXN101842,USR7261,2023-01-02 06:42:00,28.94,electronics,M0076,Mac,Hoodmouth,0,1,0,0.14,Wallet Transfer,in-app,0
TXN101843,USR7270,2023-01-02 06:43:00,47.46,luxury,M0168,Mac,Saraside,0,0,0,0.0,Peer-to-Peer,QR scan,0
TXN101844,USR2990,2023-01-02 06:44:00,143.3,travel,M0009,iPad,Kennethmouth,0,0,0,0.6,Apple Pay,QR scan,0
TXN101845,USR8358,2023-01-02 06:45:00,13.77,luxury,M0178,Watch,Bryantport,0,1,0,0.36,Subscription,QR scan,0
TXN101846,USR7754,2023-01-02 06:46:00,6.48,travel,M0028,iPad,East Alan,0,1,0,0.61,Wallet Transfer,in-app,0
TXN101847,USR5451,2023-01-02 06:47:00,11.0,gaming,M0139,iPad,Lake Jenniferville,0,0,0,0.37,Apple Pay,QR scan,0
TXN101848,USR6560,2023-01-02 06:48:00,108.99,gaming,M0116,Mac,North Theresa,0,0,0,0.74,Subscription,in-app,0
TXN101849,USR1543,2023-01-02 06:49:00,51.9,utilities,M0096,Watch,Patriciabury,0,0,0,0.7,Peer-to-Peer,in-app,0
TXN101850,USR3522,2023-01-02 06:50:00,16.84,travel,M0075,iPhone,Samuelland,0,0,0,0.59,Peer-to-Peer,NFC,0
TXN101851,USR9609,2023-01-02 06:51:00,84.63,gaming,M0088,Mac,East Jennifer,0,1,0,0.32,Apple Pay,NFC,0
TXN101852,USR3634,2023-01-02 06:52:00,98.8,gaming,M0056,Watch,Jameschester,1,1,0,0.38,Subscription,QR scan,0
TXN101853,USR3002,2023-01-02 06:53:00,93.71,travel,M0105,iPhone,Wrightshire,0,1,0,0.45,Peer-to-Peer,NFC,0
TXN101854,USR2561,2023-01-02 06:54:00,125.62,utilities,M0035,iPad,South Matthewhaven,0,0,0,0.29,Subscription,web,0
TXN101855,USR8391,2023-01-02 06:55:00,14.53,utilities,M0025,Watch,East Dawnton,0,0,0,0.63,Peer-to-Peer,in-app,0
TXN101856,USR7204,2023-01-02 06:56:00,70.33,utilities,M0113,iPad,Blackstad,0,0,0,0.43,Subscription,NFC,0
TXN101857,USR5093,2023-01-02 06:57:00,30.86,utilities,M0099,iPad,West Kevinmouth,0,0,0,0.46,Apple Pay,web,0
TXN101858,USR8858,2023-01-02 06:58:00,92.26,electronics,M0147,Watch,Micheleberg,0,0,0,0.4,Apple Pay,web,0
TXN101859,USR1870,2023-01-02 06:59:00,65.19,travel,M0031,iPhone,Port Jesus,1,0,0,0.5,Wallet Transfer,QR scan,0
TXN101860,USR5597,2023-01-02 07:00:00,74.91,electronics,M0081,Watch,West Jasontown,0,0,0,0.54,Wallet Transfer,in-app,0
TXN101861,USR8051,2023-01-02 07:01:00,53.38,gaming,M0050,iPhone,Timothyside,0,0,0,0.39,Apple Pay,web,0
TXN101862,USR2601,2023-01-02 07:02:00,9.77,electronics,M0087,Mac,New Christina,0,0,0,0.45,Wallet Transfer,NFC,0
TXN101863,USR5193,2023-01-02 07:03:00,39.38,utilities,M0191,Mac,Smithfort,0,0,0,0.41,Peer-to-Peer,in-app,0
TXN101864,USR2471,2023-01-02 07:04:00,208.9,gaming,M0047,Mac,Carrieborough,0,0,0,0.41,Wallet Transfer,NFC,0
TXN101865,USR9132,2023-01-02 07:05:00,138.54,electronics,M0001,iPad,Lake Michellestad,0,0,0,0.5,Wallet Transfer,NFC,0
TXN101866,USR8132,2023-01-02 07:06:00,2.21,electronics,M0125,Mac,Lake Larrychester,0,0,0,0.0,Subscription,web,0
TXN101867,USR8744,2023-01-02 07:07:00,9.01,travel,M0186,iPad,Lake Michael,0,1,1,0.78,Peer-to-Peer,QR scan,0
TXN101868,USR7102,2023-01-02 07:08:00,7.06,electronics,M0138,iPhone,New Taylorberg,1,0,0,0.65,Apple Pay,in-app,0
TXN101869,USR6146,2023-01-02 07:09:00,64.73,gaming,M0136,Watch,Jenniferburgh,1,1,0,0.53,Peer-to-Peer,QR scan,0
TXN101870,USR6261,2023-01-02 07:10:00,85.13,utilities,M0106,Watch,Scottview,0,1,0,0.67,Subscription,web,0
TXN101871,USR2729,2023-01-02 07:11:00,12.01,travel,M0125,iPad,Kristinamouth,0,0,0,0.23,Wallet Transfer,QR scan,0
TXN101872,USR4706,2023-01-02 07:12:00,35.25,electronics,M0154,iPad,West Angelville,0,0,0,0.15,Peer-to-Peer,web,0
TXN101873,USR6778,2023-01-02 07:13:00,91.85,travel,M0162,iPad,East Michelle,0,0,0,0.12,Subscription,NFC,0
TXN101874,USR7074,2023-01-02 07:14:00,65.99,luxury,M0019,iPhone,East Robertfurt,0,0,0,0.59,Apple Pay,NFC,0
TXN101875,USR9693,2023-01-02 07:15:00,39.07,travel,M0072,iPhone,Williamsmouth,0,0,0,0.53,Wallet Transfer,web,0
TXN101876,USR2413,2023-01-02 07:16:00,44.62,utilities,M0129,Mac,South Stephen,0,1,0,0.57,Subscription,NFC,0
TXN101877,USR9434,2023-01-02 07:17:00,35.5,luxury,M0176,Mac,Brownville,1,0,0,0.69,Subscription,web,0
TXN101878,USR3521,2023-01-02 07:18:00,17.66,luxury,M0153,Watch,East Aprilburgh,0,1,0,0.03,Subscription,in-app,0
TXN101879,USR4340,2023-01-02 07:19:00,41.62,travel,M0024,Mac,Rodriguezton,0,1,0,0.26,Apple Pay,NFC,0
TXN101880,USR4526,2023-01-02 07:20:00,58.38,gaming,M0175,iPhone,Williamtown,0,0,0,0.37,Apple Pay,NFC,0
TXN101881,USR3302,2023-01-02 07:21:00,103.31,utilities,M0084,iPhone,Myersview,0,0,0,0.63,Subscription,web,0
TXN101882,USR3132,2023-01-02 07:22:00,50.57,gaming,M0120,iPhone,West Garystad,0,0,0,0.53,Peer-to-Peer,web,0
TXN101883,USR1963,2023-01-02 07:23:00,71.59,utilities,M0069,iPhone,East Davidfurt,0,0,0,1.03,Apple Pay,NFC,0
TXN101884,USR5961,2023-01-02 07:24:00,8.72,utilities,M0195,Watch,West Paulstad,0,0,0,0.28,Peer-to-Peer,in-app,0
TXN101885,USR1899,2023-01-02 07:25:00,30.95,gaming,M0160,Watch,North Amy,0,1,0,0.6,Peer-to-Peer,NFC,0
TXN101886,USR1840,2023-01-02 07:26:00,0.47,groceries,M0145,iPhone,Wilsonville,0,0,0,0.69,Subscription,web,0
TXN101887,USR9439,2023-01-02 07:27:00,14.16,luxury,M0189,iPad,Port Joseph,0,0,0,0.79,Subscription,in-app,0
TXN101888,USR8365,2023-01-02 07:28:00,64.82,travel,M0106,Mac,Lake Philipview,0,1,0,0.46,Wallet Transfer,in-app,0
TXN101889,USR1068,2023-01-02 07:29:00,240.24,gaming,M0069,Watch,New Tara,1,0,0,0.24,Apple Pay,in-app,0
TXN101890,USR7693,2023-01-02 07:30:00,5.22,gaming,M0011,iPad,Cheyenneshire,0,0,0,0.63,Apple Pay,QR scan,0
TXN101891,USR3959,2023-01-02 07:31:00,25.67,travel,M0166,Mac,Ericaberg,1,0,0,0.56,Apple Pay,QR scan,0
TXN101892,USR7731,2023-01-02 07:32:00,80.49,luxury,M0196,iPad,Port Carolville,0,0,0,0.62,Subscription,web,0
TXN101893,USR8660,2023-01-02 07:33:00,11.41,travel,M0147,iPhone,West Kenneth,1,1,0,0.77,Apple Pay,NFC,0
TXN101894,USR7199,2023-01-02 07:34:00,40.49,utilities,M0103,Mac,North Stephenmouth,0,1,0,0.45,Subscription,NFC,0
TXN101895,USR2466,2023-01-02 07:35:00,66.04,groceries,M0145,iPad,Nelsonview,0,0,0,0.29,Apple Pay,QR scan,0
TXN101896,USR6370,2023-01-02 07:36:00,47.85,utilities,M0013,Watch,Michaelbury,0,0,0,0.61,Peer-to-Peer,in-app,0
TXN101897,USR8101,2023-01-02 07:37:00,10.41,groceries,M0001,Watch,Foxtown,0,0,0,0.56,Subscription,QR scan,0
TXN101898,USR7710,2023-01-02 07:38:00,21.96,travel,M0002,Watch,Myersport,0,1,0,0.44,Wallet Transfer,NFC,0
TXN101899,USR1934,2023-01-02 07:39:00,76.58,utilities,M0109,Mac,Kaitlynland,0,0,0,0.3,Wallet Transfer,web,0
TXN101900,USR1283,2023-01-02 07:40:00,40.4,luxury,M0194,iPhone,Port Tony,0,0,0,0.57,Apple Pay,NFC,0
TXN101901,USR7354,2023-01-02 07:41:00,0.26,utilities,M0196,iPhone,Nicolemouth,0,0,0,0.67,Peer-to-Peer,QR scan,0
TXN101902,USR9572,2023-01-02 07:42:00,71.56,gaming,M0144,Mac,Port Tammymouth,0,1,0,0.18,Peer-to-Peer,web,0
TXN101903,USR4683,2023-01-02 07:43:00,1.8,groceries,M0004,Mac,Myersshire,0,0,0,0.51,Apple Pay,in-app,0
TXN101904,USR2035,2023-01-02 07:44:00,68.47,groceries,M0057,iPhone,Angelahaven,0,0,0,0.62,Wallet Transfer,in-app,0
TXN101905,USR5213,2023-01-02 07:45:00,11.31,luxury,M0113,Watch,New Howardmouth,0,1,0,0.86,Apple Pay,web,0
TXN101906,USR3971,2023-01-02 07:46:00,158.59,groceries,M0023,iPhone,Lake Mary,1,0,0,0.51,Peer-to-Peer,in-app,0
TXN101907,USR6763,2023-01-02 07:47:00,22.94,groceries,M0124,iPhone,North Ricardoton,0,0,0,0.81,Apple Pay,NFC,0
TXN101908,USR8490,2023-01-02 07:48:00,19.8,luxury,M0117,iPad,New Brandi,1,0,0,0.67,Apple Pay,NFC,0
TXN101909,USR9851,2023-01-02 07:49:00,8.06,utilities,M0130,Watch,South Kevin,0,1,0,0.67,Apple Pay,NFC,0
TXN101910,USR9009,2023-01-02 07:50:00,18.24,travel,M0195,Mac,East Jennifermouth,1,0,0,0.34,Peer-to-Peer,web,0
TXN101911,USR5489,2023-01-02 07:51:00,104.64,utilities,M0087,iPhone,East Edwardburgh,0,0,0,1.0,Wallet Transfer,QR scan,0
TXN101912,USR3436,2023-01-02 07:52:00,280.44,gaming,M0154,Watch,Teresastad,0,0,0,0.51,Subscription,NFC,0
TXN101913,USR8654,2023-01-02 07:53:00,22.97,gaming,M0125,Mac,South Jenniferberg,0,1,0,0.54,Apple Pay,in-app,0
TXN101914,USR3649,2023-01-02 07:54:00,29.77,groceries,M0111,iPad,Lake Ryan,0,0,0,0.5,Subscription,NFC,0
TXN101915,USR5758,2023-01-02 07:55:00,64.02,gaming,M0007,iPad,Natashaberg,0,0,0,0.75,Subscription,NFC,0
TXN101916,USR8395,2023-01-02 07:56:00,108.66,travel,M0044,Watch,Angelamouth,0,0,0,0.89,Wallet Transfer,web,0
TXN101917,USR7659,2023-01-02 07:57:00,44.95,groceries,M0161,iPhone,Davidhaven,0,0,0,0.63,Wallet Transfer,in-app,0
TXN101918,USR2712,2023-01-02 07:58:00,24.84,gaming,M0113,Mac,East Ashley,0,1,0,0.42,Peer-to-Peer,NFC,0
TXN101919,USR5377,2023-01-02 07:59:00,26.6,electronics,M0192,Watch,West Jessica,0,0,0,0.84,Subscription,in-app,0
TXN101920,USR1395,2023-01-02 08:00:00,59.47,electronics,M0164,iPad,Brianhaven,0,1,0,0.25,Subscription,web,0
TXN101921,USR6998,2023-01-02 08:01:00,0.16,electronics,M0004,Mac,Donaldfurt,0,1,0,0.36,Apple Pay,QR scan,0
TXN101922,USR6028,2023-01-02 08:02:00,48.33,electronics,M0118,Mac,Port Christina,0,1,0,0.22,Apple Pay,web,0
TXN101923,USR8943,2023-01-02 08:03:00,21.96,utilities,M0023,iPhone,North Larry,0,0,1,0.43,Wallet Transfer,NFC,0
TXN101924,USR2685,2023-01-02 08:04:00,79.04,electronics,M0153,iPad,East Scott,0,0,1,0.7,Wallet Transfer,NFC,0
TXN101925,USR5266,2023-01-02 08:05:00,4.88,groceries,M0090,iPad,Josephmouth,0,0,0,0.46,Wallet Transfer,in-app,0
TXN101926,USR6649,2023-01-02 08:06:00,44.36,luxury,M0092,iPad,Danielberg,1,1,1,0.51,Peer-to-Peer,NFC,0
TXN101927,USR9497,2023-01-02 08:07:00,32.79,utilities,M0155,Mac,New Nicholas,0,1,0,0.57,Subscription,web,0
TXN101928,USR9011,2023-01-02 08:08:00,51.41,luxury,M0051,iPad,Port Kathrynside,0,0,0,0.45,Peer-to-Peer,web,0
TXN101929,USR4245,2023-01-02 08:09:00,3.35,groceries,M0115,Watch,Ashleyborough,0,1,0,0.28,Subscription,web,0
TXN101930,USR5534,2023-01-02 08:10:00,43.37,groceries,M0081,iPad,Latoyatown,0,1,0,0.17,Wallet Transfer,web,0
TXN101931,USR2377,2023-01-02 08:11:00,41.22,travel,M0103,Mac,Pierceborough,0,1,0,0.76,Peer-to-Peer,web,0
TXN101932,USR8145,2023-01-02 08:12:00,41.12,utilities,M0197,iPad,South Carla,0,0,0,0.37,Peer-to-Peer,NFC,0
TXN101933,USR6973,2023-01-02 08:13:00,46.25,luxury,M0080,iPad,North John,0,1,0,0.36,Subscription,in-app,0
TXN101934,USR6644,2023-01-02 08:14:00,56.42,electronics,M0151,Mac,Jonesmouth,0,1,0,0.2,Subscription,NFC,0
TXN101935,USR6137,2023-01-02 08:15:00,81.73,groceries,M0103,iPad,Farrellburgh,0,0,1,0.47,Peer-to-Peer,NFC,0
TXN101936,USR8720,2023-01-02 08:16:00,15.72,electronics,M0009,iPhone,Lake Peterborough,0,1,1,0.61,Apple Pay,in-app,0
TXN101937,USR4616,2023-01-02 08:17:00,87.16,luxury,M0033,Mac,South Ericaton,0,0,0,0.43,Subscription,QR scan,1
TXN101938,USR2539,2023-01-02 08:18:00,34.48,utilities,M0035,iPad,Lake Tylertown,1,0,0,0.57,Subscription,NFC,0
TXN101939,USR6842,2023-01-02 08:19:00,4.01,gaming,M0050,iPhone,Stephaniebury,0,1,0,0.1,Peer-to-Peer,in-app,0
TXN101940,USR2683,2023-01-02 08:20:00,3.02,gaming,M0024,Watch,Lake Mitchellton,0,0,0,0.53,Wallet Transfer,web,0
TXN101941,USR2496,2023-01-02 08:21:00,20.34,groceries,M0152,Mac,West Stevenstad,0,1,0,0.42,Apple Pay,web,0
TXN101942,USR3822,2023-01-02 08:22:00,76.83,travel,M0147,iPad,South Valerie,0,0,0,0.21,Wallet Transfer,web,0
TXN101943,USR9239,2023-01-02 08:23:00,61.5,electronics,M0039,Mac,West Robert,0,0,0,0.18,Peer-to-Peer,web,0
TXN101944,USR9791,2023-01-02 08:24:00,77.7,groceries,M0189,iPhone,Stephenport,0,0,0,0.33,Wallet Transfer,web,0
TXN101945,USR1034,2023-01-02 08:25:00,36.41,travel,M0025,Mac,Staffordburgh,1,0,1,0.26,Wallet Transfer,in-app,0
TXN101946,USR5287,2023-01-02 08:26:00,29.01,electronics,M0153,Watch,Andreafort,0,1,0,0.57,Peer-to-Peer,NFC,0
TXN101947,USR2346,2023-01-02 08:27:00,7.98,luxury,M0155,iPad,East Davidville,0,0,0,0.59,Subscription,in-app,0
TXN101948,USR1710,2023-01-02 08:28:00,19.89,gaming,M0032,Watch,North Samanthafurt,0,0,0,0.53,Wallet Transfer,QR scan,0
TXN101949,USR3879,2023-01-02 08:29:00,28.46,travel,M0139,iPhone,Lake Joshua,0,0,0,0.58,Peer-to-Peer,in-app,0
TXN101950,USR1525,2023-01-02 08:30:00,4.64,electronics,M0197,Mac,Ronnieshire,0,1,0,0.19,Peer-to-Peer,in-app,0
TXN101951,USR1574,2023-01-02 08:31:00,12.46,groceries,M0108,iPad,Lake Chris,1,0,0,0.6,Peer-to-Peer,in-app,0
TXN101952,USR2382,2023-01-02 08:32:00,45.59,electronics,M0033,iPad,Jacobfurt,1,1,0,0.63,Wallet Transfer,in-app,0
TXN101953,USR6551,2023-01-02 08:33:00,66.53,groceries,M0147,iPhone,Lake Karenstad,0,0,0,0.55,Subscription,QR scan,0
TXN101954,USR5355,2023-01-02 08:34:00,320.27,gaming,M0107,iPhone,West Robert,0,0,0,0.48,Wallet Transfer,web,0
TXN101955,USR6571,2023-01-02 08:35:00,135.24,gaming,M0111,Mac,Caitlinbury,1,1,0,0.35,Wallet Transfer,QR scan,0
TXN101956,USR4564,2023-01-02 08:36:00,51.44,electronics,M0121,iPad,West Karenburgh,0,0,1,0.57,Apple Pay,NFC,0
TXN101957,USR1458,2023-01-02 08:37:00,27.34,electronics,M0016,iPhone,Phillipchester,0,0,0,0.42,Wallet Transfer,web,0
TXN101958,USR2559,2023-01-02 08:38:00,50.55,groceries,M0011,iPad,East Robert,0,1,0,0.68,Peer-to-Peer,in-app,0
TXN101959,USR9179,2023-01-02 08:39:00,77.01,groceries,M0098,Mac,West Keithfort,0,0,0,0.56,Peer-to-Peer,NFC,0
TXN101960,USR5422,2023-01-02 08:40:00,6.3,travel,M0116,Watch,Mezaport,0,1,0,0.47,Apple Pay,in-app,0
